city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,date
tigard (suburb of portland),or,oval,1800.0,11/21/1998,45.4313889,-122.7702778,07-25-1998
san diego,ca,light,300.0,3/4/2008,32.7152778,-117.1563889,12-22-2007
lithonia,ga,triangle,4.0,7/17/2011,33.7122222,-84.1052778,07-13-2011
independence,ky,light,120.0,6/9/2009,38.9430556,-84.5441667,06-07-2009
los angeles,ca,light,4.0,1/31/2011,34.0522222,-118.2427778,01-27-2011
camas,wa,triangle,1200.0,8/25/2000,45.5872222,-122.3983333,08-21-2000
omaha,ne,disk,600.0,7/5/2005,41.2586111,-95.9375,06-13-1995
wesley chapel,fl,triangle,1800.0,8/5/2009,28.2394444,-82.3280556,07-27-2009
lake wales,fl,light,3600.0,3/19/2002,27.9011111,-81.5861111,03-26-1998
east wenatchee,wa,cone,5.0,11/4/2012,47.4158333,-120.2919444,11-03-2012
philadelphia,pa,light,1.0,3/11/2006,39.9522222,-75.1641667,02-26-2006
boise,id,triangle,300.0,3/2/2004,43.6136111,-116.2025,01-07-1996
berlin,ct,triangle,180.0,2/1/2007,41.6213889,-72.7461111,12-24-2006
bradenton,fl,fireball,60.0,2/23/2000,27.4986111,-82.575,01-20-2000
klamath falls,or,circle,1.0,5/2/2011,42.225,-121.7805556,04-20-2011
laramie,wy,light,2.0,11/8/2005,41.3113889,-105.5905556,11-05-2005
hayward,ca,light,300.0,9/9/2004,37.6688889,-122.0797222,09-03-2004
rhinebeck,ny,diamond,20.0,9/24/2003,41.9266667,-73.9130556,05-25-1957
henderson,nv,sphere,240.0,1/10/2014,36.0397222,-114.9811111,01-01-2014
lewiston,me,light,300.0,11/19/2012,44.1002778,-70.2152778,11-09-2012
reedsburg,oh,triangle,600.0,1/21/2008,40.8086111,-82.1069444,10-27-2001
somerville,ma,disk,180.0,9/30/2013,42.3875,-71.1,09-19-2013
chandler,az,chevron,120.0,10/30/2006,33.3061111,-111.8405556,09-23-2006
barnesville,oh,triangle,20.0,7/16/2006,39.9880556,-81.1766667,06-22-2006
green river,wy,other,3600.0,2/16/2000,41.5286111,-109.4655556,07-01-1999
las cruces,nm,sphere,1200.0,8/21/2011,32.3122222,-106.7777778,08-19-2011
honolulu,hi,cigar,900.0,8/12/2008,21.3069444,-157.8583333,07-28-2008
kihei,hi,fireball,3.0,6/2/2013,20.785,-156.4655556,05-16-2013
currituck,nc,fireball,7200.0,2/14/2006,36.4497222,-76.0158333,01-19-2006
davenport,wa,cross,300.0,1/12/2012,47.6541667,-118.1488889,08-01-2011
alexandria,va,other,1200.0,3/19/2009,38.8047222,-77.0472222,01-28-2009
marysville,ca,circle,180.0,11/2/2004,39.1458333,-121.5902778,10-27-2004
clermont,fl,light,10.0,10/8/2007,28.5491667,-81.7730556,08-12-2007
rochester,mn,disk,600.0,2/14/2006,44.0216667,-92.4697222,08-27-2005
mt. vernon,il,light,15.0,8/7/2011,38.316,-88.9106,07-15-2011
orlando,fl,circle,5.0,12/2/2000,28.5380556,-81.3794444,11-12-2000
mankato,mn,diamond,300.0,7/5/2008,44.1636111,-93.9991667,08-14-2007
van nuys (los angeles),ca,triangle,120.0,1/22/2004,34.1866667,-118.4480556,08-22-1983
mosier,or,light,20.0,11/21/2010,45.6836111,-121.3961111,07-15-1999
palmdale,ca,light,1800.0,9/2/2005,34.5794444,-118.1155556,07-23-2005
red bluff,ca,sphere,15.0,5/12/2011,40.1786111,-122.2347222,05-11-2011
greenfield,ma,light,2700.0,2/4/2013,42.5875,-72.6,12-24-2012
seattle,wa,changing,60.0,6/12/2002,47.6063889,-122.3308333,05-13-2002
bothell (south of),wa,light,5.0,9/26/1998,47.7625,-122.2041667,09-23-1998
albany,ny,egg,30.0,6/12/2007,42.6525,-73.7566667,05-23-2007
graham,nc,triangle,15.0,12/20/2012,36.0688889,-79.4008333,04-02-2012
turner,me,sphere,15.0,10/30/2012,44.2563889,-70.2566667,10-21-2012
huntington,ny,light,40.0,8/5/2012,40.8680556,-73.4261111,07-28-2012
tulsa,ok,cone,180.0,10/31/2008,36.1538889,-95.9925,09-18-2008
portville,ny,oval,30.0,10/19/1999,42.0386111,-78.3411111,10-11-1999
silverdale,wa,fireball,1275.0,7/23/2000,47.6447222,-122.6936111,07-17-2000
glendale,az,egg,1200.0,12/12/2009,33.5386111,-112.1852778,10-11-2009
front royal,va,disk,1800.0,11/21/2010,38.9180556,-78.1947222,11-10-2010
eugene,or,light,30.0,6/20/2011,44.0522222,-123.0855556,06-17-2011
peru,in,other,2340.0,8/7/2007,40.7536111,-86.0688889,07-21-2007
irvine,ca,changing,45.0,11/28/2007,33.6694444,-117.8222222,10-30-2007
newbury park,ca,chevron,20.0,12/3/2004,34.1841667,-118.9097222,11-15-2004
philadelphia,pa,other,20.0,3/13/2012,39.9522222,-75.1641667,03-03-2012
st. paul,mn,oval,1800.0,12/12/2009,44.9444444,-93.0930556,07-04-1980
st. louis,mo,light,2.0,5/15/2006,38.6272222,-90.1977778,04-01-2006
terre haute,in,fireball,600.0,12/12/2009,39.4666667,-87.4138889,09-05-2009
surfside beach,sc,flash,600.0,10/31/2008,33.6058333,-78.9733333,09-02-2008
olympia,wa,light,3.0,12/7/2006,47.0380556,-122.8994444,11-26-2006
yakima,wa,light,300.0,7/4/2012,46.6022222,-120.5047222,08-01-1978
flagstaff,az,other,120.0,11/17/1999,35.1980556,-111.6505556,11-10-1999
princess anne,md,oval,300.0,6/18/2004,38.2027778,-75.6927778,06-10-1970
roseville,ca,circle,120.0,2/8/2011,38.7522222,-121.2869444,02-05-2011
honolulu,hi,changing,120.0,5/8/2014,21.3069444,-157.8583333,05-05-2014
boyce,va,oval,10.0,3/13/2012,39.0930556,-78.0597222,10-22-2011
redding,ca,triangle,600.0,5/24/1999,40.5866667,-122.3905556,01-04-1999
houston,tx,teardrop,10.0,6/21/2000,29.7630556,-95.3630556,06-12-2000
breckenridge,tx,oval,900.0,2/27/2014,32.7555556,-98.9019444,02-25-2014
duluth,mn,light,30.0,10/23/2013,46.7833333,-92.1063889,10-18-2013
williamsburg,va,light,3.0,3/21/2003,37.2705556,-76.7077778,09-13-2001
west chester,pa,circle,300.0,7/14/2013,39.8494444,-75.3561111,07-06-2013
coventry,ct,cigar,180.0,8/24/2010,41.77,-72.3055556,08-08-2010
parker,co,light,15.0,8/27/2009,39.5186111,-104.7608333,08-24-2009
el paso,tx,formation,900.0,8/7/2007,31.7586111,-106.4863889,06-21-2007
silver city,nc,circle,1800.0,10/30/2006,34.9958333,-79.2263889,10-15-2006
owensboro,ky,sphere,15.0,5/12/2011,37.7741667,-87.1133333,04-30-2011
asheboro,nc,cylinder,180.0,10/31/2003,35.7077778,-79.8138889,04-01-2003
moundville,al,changing,240.0,10/30/2012,32.9975,-87.63,10-10-2012
hampton,ga,fireball,1800.0,5/13/2012,33.3869444,-84.2830556,05-05-2012
falls church,va,egg,600.0,1/10/2009,38.8822222,-77.1713889,10-14-2008
mckinney,tx,light,300.0,1/21/2008,33.1975,-96.615,12-31-2007
ronkonkoma,ny,flash,1800.0,10/31/2008,40.8152778,-73.1127778,09-23-2008
pittsburgh,pa,light,6.0,4/18/2012,40.4405556,-79.9961111,04-06-2012
houston,tx,other,900.0,8/12/2008,29.7630556,-95.3630556,07-18-2008
delta (65 miles sw of),ut,flash,900.0,8/5/2001,39.3522222,-112.5763889,09-23-1995
dingmans ferry,pa,changing,900.0,5/4/2004,41.22,-74.8716667,04-16-2004
surprise,az,oval,3.0,5/13/2012,33.6305556,-112.3325,04-30-2012
elizabethtown,ky,light,5.0,1/17/2004,37.6938889,-85.8591667,12-20-2003
greencastle,pa,circle,50.0,8/5/2009,39.7902778,-77.7280556,07-15-2009
eatonton (near),ga,disk,3600.0,11/2/2004,33.3266667,-83.3886111,11-26-1985
mentor,oh,cigar,30.0,11/21/2010,41.6661111,-81.3397222,10-28-2010
scottsdale,az,light,60.0,10/30/2006,33.5091667,-111.8983333,08-06-2006
evergreen,co,light,2700.0,2/14/2006,39.6333333,-105.3166667,02-13-2006
collingswood,nj,fireball,120.0,10/30/2012,39.9180556,-75.0716667,10-09-2012
burbank,ca,fireball,300.0,10/30/2012,34.1808333,-118.3080556,10-09-2012
phoenix,az,cigar,2.0,12/19/2003,33.4483333,-112.0733333,10-26-2002
arlington,ma,formation,300.0,2/14/2006,42.4152778,-71.1569444,07-20-1995
grand canyon,az,other,45.0,7/5/1999,36.0544444,-112.1386111,12-23-1998
tulsa,ok,circle,30.0,4/16/2005,36.1538889,-95.9925,06-15-1964
tulsa,ok,light,60.0,10/31/2008,36.1538889,-95.9925,10-08-2008
colorado springs,co,triangle,1200.0,10/8/2007,38.8338889,-104.8208333,10-02-2007
miami,fl,circle,45.0,1/31/2011,25.7738889,-80.1938889,10-06-2010
lawndale,ca,flash,1.0,3/27/2014,33.8872222,-118.3516667,03-23-2014
eagle butte,sd,formation,900.0,3/19/2009,45.0025,-101.2330556,06-01-1994
valencia,ca,disk,900.0,3/17/2004,34.4436111,-118.6086111,03-14-2004
kennesaw,ga,oval,60.0,2/4/2013,34.0233333,-84.6155556,01-12-2013
hailey,id,fireball,10.0,7/16/2006,43.5197222,-114.3144444,07-15-2006
nampa,id,light,5.0,9/29/2004,43.5408333,-116.5625,07-15-2002
raymore,mo,triangle,720.0,1/19/2005,38.8019444,-94.4525,08-03-2003
louisa,ky,circle,30.0,6/18/2003,38.1141667,-82.6033333,06-12-2003
fenton,mo,fireball,3600.0,4/3/2011,38.5130556,-90.4358333,09-14-2010
edgerton,wi,rectangle,300.0,11/11/2013,42.8352778,-89.0675,10-26-2013
exton,pa,light,20.0,5/29/2012,40.0288889,-75.6211111,05-19-2012
cottonwood heights,ut,sphere,300.0,8/30/2010,40.6197222,-111.8094444,08-25-2010
hamden,ct,other,10.0,7/16/2003,41.3958333,-72.8972222,07-08-2003
athens,tx,light,60.0,12/20/2000,32.2047222,-95.8552778,12-16-2000
tulsa,ok,light,10.0,2/18/2001,36.1538889,-95.9925,01-06-2001
orem,ut,sphere,300.0,2/4/2013,40.2969444,-111.6938889,01-12-2013
aurora,co,triangle,600.0,9/24/2003,39.7294444,-104.8313889,10-26-2000
oakland,ca,triangle,6.0,4/13/2010,37.8044444,-122.2697222,04-09-2010
beavercreek,oh,sphere,20.0,4/27/2004,39.7091667,-84.0633333,04-18-2004
bangor,me,fireball,10.0,1/10/2009,44.8011111,-68.7783333,11-07-2008
kansas city,ks,rectangle,60.0,11/3/2005,39.1141667,-94.6272222,10-21-2005
longmont,co,disk,10.0,11/2/2004,40.1672222,-105.1013889,10-29-2004
vernon hills,il,sphere,30.0,8/19/2012,42.2194444,-87.9794444,07-28-2012
jacksonville,or,circle,20.0,10/8/2007,42.3136111,-122.9658333,09-01-2007
whitefish,mt,fireball,300.0,1/30/2014,48.4111111,-114.3366667,01-25-2014
mt. savage,md,oval,3600.0,11/21/2010,39.6955556,-78.88,10-27-2010
allentown,pa,circle,15.0,12/20/2012,40.6083333,-75.4905556,11-21-2012
austin,mn,circle,5.0,10/15/2003,43.6666667,-92.9744444,10-11-2003
rockford (southern skies of),il,light,600.0,2/23/2000,42.2711111,-89.0938889,02-16-2000
yucaipa,ca,light,20.0,11/26/2003,34.0336111,-117.0422222,11-18-2003
brooksville,me,disk,300.0,8/5/2012,44.3466667,-68.6841667,04-25-1974
birmingham,al,oval,540.0,8/5/2012,33.5205556,-86.8025,07-04-2012
warren,nh,sphere,600.0,8/24/2010,43.9230556,-71.8925,08-14-2010
apopka,fl,oval,300.0,8/5/2009,28.6802778,-81.5097222,07-04-2009
barberton,oh,circle,600.0,2/4/2013,41.0127778,-81.6052778,07-01-1991
compton,ca,other,15.0,3/11/2003,33.8958333,-118.2191667,12-30-2002
visalia,ca,changing,300.0,7/1/2002,36.3302778,-119.2911111,06-21-2002
greensburg,pa,circle,1800.0,7/26/2002,40.3013889,-79.5391667,06-17-2002
warrenton,va,light,5.0,1/28/1999,38.7133333,-77.7955556,10-04-1997
new paltz,ny,circle,300.0,11/11/2013,41.7475,-74.0872222,11-01-2013
bayonne,nj,circle,15.0,8/19/2012,40.6686111,-74.1147222,08-03-2012
brohman,mi,light,900.0,11/9/2004,43.6852778,-85.8158333,11-02-2004
heber,az,triangle,10.0,3/21/2003,34.4313889,-110.5933333,09-15-1977
indian trail,nc,light,2.0,11/28/2007,35.0766667,-80.6694444,11-09-2007
alpine,ca,other,30.0,7/3/2013,32.835,-116.7655556,06-27-2013
wilmington,nc,triangle,30.0,5/2/2011,34.2255556,-77.945,04-19-2011
amityville,ny,disk,60.0,4/16/2005,40.6788889,-73.4175,04-09-2005
mount carmel,tn,light,10.0,11/1/1998,36.5452778,-82.6611111,10-11-1998
moses lake,wa,fireball,1.0,10/10/2011,47.1302778,-119.2769444,08-21-2011
palm desert,ca,triangle,30.0,12/2/2000,33.7222222,-116.3736111,10-07-2000
toutle,wa,light,7200.0,11/11/2013,46.325,-122.7352778,10-23-2013
ocean city,md,disk,240.0,4/15/2000,38.3363889,-75.0852778,04-05-2000
newtown square,pa,triangle,300.0,3/19/2009,39.9866667,-75.4013889,04-28-1965
north platte,ne,other,300.0,11/28/2007,41.1238889,-100.765,11-15-1984
bristol,tn,egg,45.0,1/31/2004,36.595,-82.1888889,01-31-2004
wilmington,de,sphere,15.0,8/11/2004,39.7458333,-75.5469444,08-08-2004
missoula,mt,light,3600.0,8/30/2013,46.8722222,-113.9930556,08-04-2013
saint johnsville,ny,oval,1020.0,7/13/2005,42.9980556,-74.6833333,07-11-2005
flagstaff,az,triangle,120.0,1/11/2002,35.1980556,-111.6505556,12-09-2001
lake worth,fl,sphere,180.0,10/11/2005,26.6155556,-80.0572222,10-01-2005
philadelphia,pa,fireball,120.0,10/14/2013,39.9522222,-75.1641667,10-03-2013
new hope,mn,diamond,900.0,1/10/2009,45.0380556,-93.3863889,12-13-2008
madison heights,mi,cylinder,300.0,9/2/2005,42.4858333,-83.1052778,06-04-1993
boise,id,diamond,300.0,4/16/2005,43.6136111,-116.2025,03-03-2005
seattle,wa,light,900.0,12/12/2011,47.6063889,-122.3308333,11-11-2011
saint bonifacius,mn,light,180.0,12/7/2006,44.9055556,-93.7472222,11-21-2006
redding,ca,light,60.0,7/14/2013,40.5866667,-122.3905556,07-04-2013
macomb,mi,oval,600.0,12/2/2013,42.7008333,-82.9591667,11-20-2013
cambridge,ma,sphere,180.0,7/14/2013,42.375,-71.1061111,04-01-1953
east rochester,ny,sphere,30.0,2/16/1999,43.1086111,-77.4877778,08-08-1997
elizabethtown,ky,disk,7200.0,10/30/2006,37.6938889,-85.8591667,09-03-2006
krum,tx,triangle,240.0,11/21/2010,33.2613889,-97.2377778,11-09-2010
bentonville,ar,formation,300.0,9/19/2002,36.3727778,-94.2086111,10-15-2001
murrells inlet,sc,oval,300.0,12/20/2012,33.5508333,-79.0416667,11-20-2012
derby,ct,fireball,180.0,7/6/2010,41.3205556,-73.0894444,07-04-2010
lebanon,va,fireball,10.0,7/29/2000,36.9008333,-82.0802778,06-20-2000
colliers,wv,disk,180.0,12/23/2002,40.3669444,-80.5413889,08-25-1974
st. louis,mo,formation,2700.0,8/5/2012,38.6272222,-90.1977778,08-04-2012
mobile,al,flash,5.0,10/11/2005,30.6941667,-88.0430556,08-30-2005
portland,or,light,30.0,8/7/2011,45.5236111,-122.675,07-22-2011
aventura,fl,oval,2700.0,7/25/2004,25.9561111,-80.1394444,07-10-2004
new york city (bronx),ny,other,900.0,5/15/2006,40.7141667,-74.0063889,02-01-2000
methuen,ma,other,120.0,10/30/2006,42.7261111,-71.1913889,08-10-2002
south china (three mile pond),me,sphere,1200.0,7/4/2012,44.3955556,-69.5716667,08-15-1973
ormond beach,fl,light,600.0,11/21/2010,29.2855556,-81.0561111,10-19-2010
blue ridge (close to),ga,circle,120.0,2/1/2007,34.8638889,-84.3241667,12-29-2006
naperville,il,light,30.0,10/12/2001,41.7858333,-88.1472222,09-06-2001
calipatria,ca,circle,1200.0,3/11/2003,33.1255556,-115.5133333,06-15-1995
suffern,ny,light,5.0,12/16/2005,41.1147222,-74.15,11-25-2005
poughkeepsie,ny,chevron,900.0,4/16/2005,41.7002778,-73.9213889,10-10-1979
batavia,oh,light,7200.0,8/7/2007,39.0769444,-84.1769444,06-01-1999
st helens,or,light,10.0,7/5/2008,45.8641667,-122.8052778,06-30-2008
laramie,wy,circle,45.0,8/5/2009,41.3113889,-105.5905556,07-21-2009
bismarck,mo,circle,2700.0,8/27/2009,37.7691667,-90.6247222,08-01-2009
rogers,oh,rectangle,30.0,8/7/2007,40.7913889,-80.6263889,11-22-2006
mt. vernon,wa,disk,300.0,8/21/2011,48.4213889,-122.3327778,06-20-2011
wenatchee,wa,other,120.0,4/27/2004,47.4236111,-120.3091667,04-09-2004
holland,mi,triangle,6.0,5/2/2014,42.7875,-86.1088889,04-26-2014
yankeetown,fl,light,3600.0,10/8/2007,29.0297222,-82.7161111,09-22-2007
hilliard,oh,formation,600.0,8/7/2007,40.0333333,-83.1583333,07-03-2007
park forest,il,sphere,600.0,8/7/2007,41.4913889,-87.6744444,06-19-2007
lodge grass,mt,light,120.0,3/2/2004,45.3144444,-107.3625,02-24-2004
la crescenta,ca,disk,420.0,4/2/1999,34.2241667,-118.2391667,02-09-1999
austin,tx,disk,109800.0,3/16/2012,30.2669444,-97.7427778,03-14-2012
jersey city,nj,fireball,12.0,7/17/2011,40.7280556,-74.0780556,07-13-2011
morrisville,nc,oval,300.0,10/15/2002,35.8233333,-78.8258333,10-03-2002
los angeles,ca,triangle,60.0,8/14/2007,34.0522222,-118.2427778,07-15-2000
manitowoc rapids,wi,fireball,2.0,12/16/1999,44.0991667,-87.7008333,11-16-1999
tacoma,wa,other,300.0,2/14/2006,47.2530556,-122.4430556,07-04-2000
layton,ut,triangle,60.0,5/3/2000,41.0602778,-111.9702778,04-30-2000
portage,mi,sphere,1800.0,5/24/2005,42.2011111,-85.58,05-05-2005
seattle,wa,light,10800.0,10/12/2001,47.6063889,-122.3308333,09-11-2001
bridgeport,ct,light,10.0,7/5/1999,41.1669444,-73.2052778,06-20-1999
clarksville,tn,oval,120.0,10/30/2012,36.5297222,-87.3594444,12-04-2006
la mesa,ca,light,600.0,2/14/2010,32.7677778,-117.0222222,01-01-2010
nodine,mn,light,15.0,10/11/2005,43.905,-91.4361111,09-09-2005
indianapolis,in,fireball,900.0,7/10/2010,39.7683333,-86.1580556,07-04-2010
st. louis,mo,light,600.0,12/20/2012,38.6272222,-90.1977778,11-28-2012
conshohocken,pa,other,1200.0,3/10/2011,40.0791667,-75.3019444,03-01-2011
bridgeton,mo,rectangle,120.0,7/17/2011,38.7669444,-90.4113889,10-12-2010
gwinn,mi,cigar,180.0,10/8/2007,46.2811111,-87.4408333,09-02-2007
ridgway,il,rectangle,300.0,6/12/2008,37.7991667,-88.2611111,03-20-1977
staunton,va,light,3600.0,7/22/2013,38.1494444,-79.0719444,07-14-2013
vancouver,wa,triangle,60.0,1/5/2011,45.6388889,-122.6602778,12-05-2010
austin,tx,sphere,1800.0,7/3/2013,30.2669444,-97.7427778,05-31-2013
bellevue,ne,fireball,5.0,12/16/2005,41.1366667,-95.8905556,11-20-2005
franklin,tn,triangle,10.0,6/2/2013,35.925,-86.8688889,05-14-2013
englewood,co,diamond,5.0,4/27/2007,39.6477778,-104.9872222,03-13-2007
phoenix,az,light,120.0,7/25/2004,33.4483333,-112.0733333,07-13-2004
new york city (manhattan),ny,sphere,60.0,10/11/2005,40.7141667,-74.0063889,07-01-1997
rocky point,nc,triangle,3600.0,4/27/2007,34.435,-77.8880556,06-15-1982
new york city (brooklyn),ny,fireball,40.0,7/14/2013,40.7141667,-74.0063889,07-06-2013
jessup,pa,other,300.0,8/27/2009,41.4686111,-75.5625,08-10-2009
oroville,ca,light,600.0,1/7/2000,39.5138889,-121.5552778,01-02-2000
harvey,la,formation,20.0,11/23/1999,29.9033333,-90.0772222,11-16-1999
gaithersburg,md,fireball,2.0,5/13/2012,39.1433333,-77.2016667,04-10-2012
lake worth,fl,light,7200.0,8/21/2011,26.6155556,-80.0572222,08-11-2011
west palm beach,fl,circle,300.0,2/28/2013,26.7052778,-80.0366667,02-22-2013
ganado,az,other,240.0,10/19/2011,35.7113889,-109.5413889,10-05-2011
venice,ca,changing,480.0,12/12/2009,33.9908333,-118.4591667,11-26-2009
jacksonville,nc,sphere,1200.0,3/13/2012,34.7538889,-77.4305556,03-10-2012
knightstown,in,triangle,600.0,7/16/2003,39.7955556,-85.5263889,07-18-1984
novato,ca,disk,90.0,1/28/1999,38.1075,-122.5686111,07-15-1958
lebanon,ct,oval,90.0,12/7/2006,41.6361111,-72.2130556,11-21-2006
weyers cave,va,other,120.0,9/24/2003,38.2883333,-78.9133333,02-21-1999
fredericksburg,va,fireball,4.0,10/10/2011,38.3030556,-77.4608333,10-04-2011
hopewell,va,disk,30.0,10/30/2006,37.3041667,-77.2875,06-01-1970
salem,nh,sphere,2.0,7/16/2006,42.7883333,-71.2013889,06-20-1985
orting,wa,light,120.0,7/5/2008,47.0980556,-122.2030556,09-20-2007
manchester,ct,other,1800.0,8/5/2001,41.7758333,-72.5219444,07-03-2001
middle village,ny,circle,3600.0,8/30/2013,40.7163889,-73.8816667,07-27-2013
roseburg,or,light,300.0,12/12/2011,43.2166667,-123.3405556,11-24-2011
simi valley,ca,cylinder,600.0,3/11/2003,34.2694444,-118.7805556,01-16-2003
new york city (fresh meadows; queens),ny,cigar,120.0,9/24/2012,40.7141667,-74.0063889,08-22-2012
arlington,va,oval,300.0,8/12/2008,38.8902778,-77.0844444,08-02-2008
state college,pa,sphere,5400.0,7/3/2013,40.7933333,-77.8602778,07-02-2009
bandon,or,disk,8.0,8/5/2001,43.1191667,-124.4072222,08-12-1980
green valley,az,triangle,180.0,5/11/2005,31.8541667,-110.9930556,02-22-2005
madison,wi,fireball,300.0,6/2/2013,43.0730556,-89.4011111,05-24-2013
cloverly,md,light,5.0,10/8/2007,39.1080556,-76.9980556,09-20-2007
searcy,ar,oval,30.0,10/30/2006,35.2505556,-91.7361111,07-24-2006
grants pass,or,light,600.0,4/2/1999,42.4391667,-123.3272222,02-01-1992
milwaukie,or,light,5.0,10/30/2006,45.4463889,-122.6380556,07-20-2006
commerce city,co,light,1800.0,7/29/2000,39.8083333,-104.9333333,07-10-2000
new york city (brooklyn),ny,disk,60.0,9/28/2002,40.7141667,-74.0063889,07-09-1998
wayne,pa,disk,240.0,6/4/2004,40.0438889,-75.3880556,05-09-2004
great bend,ks,other,120.0,12/7/2006,38.3644444,-98.7644444,06-01-1960
virginia beach,va,light,300.0,8/21/2011,36.8527778,-75.9783333,06-21-2011
stevens point,wi,light,120.0,1/19/2005,44.5236111,-89.5744444,01-13-2005
cresco,ia,light,1800.0,9/9/2013,43.3813889,-92.1138889,08-02-2013
omaha,ne,light,180.0,8/30/2010,41.2586111,-95.9375,08-26-2010
overland park,ks,fireball,300.0,11/20/2013,38.9822222,-94.6705556,11-09-2013
monroe,nc,light,5.0,12/12/2011,34.9852778,-80.5497222,11-08-2011
napa,ca,light,180.0,2/8/2005,38.2972222,-122.2844444,02-06-2005
socorro,nm,cylinder,2700.0,7/1/2002,34.0583333,-106.8908333,06-19-2002
union city,tn,other,37800.0,6/23/1999,36.4241667,-89.0569444,05-19-1999
paradise,ca,formation,240.0,7/1/2002,39.7597222,-121.6208333,06-17-2002
crystal lake,il,oval,60.0,8/7/2007,42.2411111,-88.3161111,04-15-2006
medford,or,circle,240.0,6/12/2011,42.3266667,-122.8744444,06-10-2011
mabank,tx,oval,5.0,9/29/2004,32.3663889,-96.1005556,11-05-2003
seattle,wa,fireball,600.0,10/30/2006,47.6063889,-122.3308333,07-31-2006
clearwater,fl,cigar,240.0,3/4/2008,27.9655556,-82.8002778,11-21-2007
granville,oh,light,180.0,7/26/2002,40.0680556,-82.5197222,05-20-1998
valley center,ks,oval,120.0,7/25/2004,37.8347222,-97.3730556,07-14-2004
east machias,me,light,300.0,10/31/2008,44.7391667,-67.3905556,08-31-2008
new bedford,ma,light,600.0,10/23/2013,41.6361111,-70.9347222,10-16-2013
holstein,ia,light,15.0,7/30/2002,42.4891667,-95.5447222,07-27-2002
clarksville,tn,fireball,3.0,9/30/2013,36.5297222,-87.3594444,09-09-2013
derby,ks,triangle,1200.0,8/27/2009,37.5455556,-97.2686111,08-12-2000
lakeland,fl,changing,2100.0,7/16/2006,28.0391667,-81.95,06-30-2006
sacramento,ca,circle,300.0,10/10/2011,38.5816667,-121.4933333,08-28-2011
olalla,wa,circle,600.0,11/21/2010,47.4294444,-122.5444444,09-10-2010
manhattan beach,ca,disk,45.0,6/12/2002,33.8847222,-118.41,05-28-2002
st. petersburg,fl,teardrop,120.0,2/24/2007,27.7705556,-82.6794444,06-01-1985
kenosha,wi,light,300.0,8/5/2001,42.5847222,-87.8211111,02-17-2001
columbia city,in,triangle,180.0,2/8/2005,41.1572222,-85.4883333,01-31-2005
cold spring,ky,other,1200.0,12/12/2009,39.0216667,-84.44,11-12-2009
stevens point,wi,fireball,120.0,7/17/2011,44.5236111,-89.5744444,07-15-2011
chicago,il,circle,600.0,12/7/2006,41.85,-87.65,07-16-2006
coalgate,ok,light,900.0,12/16/2005,34.5380556,-96.2183333,12-12-2005
pico rivera,ca,disk,15.0,3/4/2008,33.9830556,-118.0958333,12-01-2007
vandalia,mo,triangle,600.0,10/31/2003,39.3108333,-91.4883333,01-15-1988
del rio,tx,oval,120.0,8/7/2007,29.3625,-100.8963889,06-30-1978
omaha,ne,light,20.0,11/21/2010,41.2586111,-95.9375,09-12-2010
